,Name,Conservation status,Kingdom,Phylum,Class,Order,Family,Genus,Species,Binomial Name,Synonyms,Summary,Categories,References,Wiki URL,Image,Countries,Habitat
2246,Red-faced liocichla,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Leiothrichidae,Liocichla,L. phoenicea,"Liocichla phoenicea(Gould, 1837)",,"The red-faced liocichla (Liocichla phoenicea) is a species of bird in the family Leiothrichidae.  


== Distribution and habitat ==
L. phoenicea is found in Bangladesh, Bhutan, Myanmar, Northeast India, Nepal and western Yunnan.","[""Articles with 'species' microformats"", 'Articles with short description', 'Birds described in 1837']","['http://datazone.birdlife.org/species/factsheet/103878699', 'http://www.boldsystems.org/index.php/TaxBrowser_TaxonPage?taxid=118295', 'http://doi.org/10.2305%2FIUCN.UK.2016-3.RLTS.T103878699A94468259.en']",https://en.wikipedia.org/wiki/Red-faced_liocichla,https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png,,
2247,Red-faced malkoha,Vulnerable (IUCN 3.1)[1],Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Phaenicophaeus,P. pyrrhocephalus,"Phaenicophaeus pyrrhocephalus(Pennant, 1769)",,"The  red-faced malkoha (Phaenicophaeus pyrrhocephalus) is a member of the cuckoo order of birds, the Cuculiformes. This malkoha species is endemic to Sri Lanka


== Description ==

This is a large species at 46 cm with a long graduated tail.","[""Articles with 'species' microformats"", 'Articles with short description', 'Birds described in 1769']","['http://www.birdwingnature.com/pdf/Red-faced%20Malkoha%20Article.pdf', 'http://www.bnhsenvis.nic.in/pdf/vol%203%20(1).pdf', 'http://datazone.birdlife.org/species/factsheet/22684123']",https://en.wikipedia.org/wiki/Red-faced_malkoha,https://upload.wikimedia.org/wikipedia/commons/a/ae/Phaenicophaeus_pyrrhocephalusLegge.jpg,Sri Lanka,
2248,Red-faced mousebird,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Coliiformes,Coliidae,Urocolius,U. indicus,"Urocolius indicus(Latham, 1790)",,"The red-faced mousebird (Urocolius indicus) is a species of mousebird or coly. It is a common in southern Africa from Zaire, Zambia  and Tanzania south to the  Cape.","['All articles lacking in-text citations', 'Articles lacking in-text citations from December 2011', ""Articles with 'species' microformats""]","['http://datazone.birdlife.org/species/factsheet/22683796', 'http://www.boldsystems.org/index.php/TaxBrowser_TaxonPage?taxid=95503', 'http://doi.org/10.2305%2FIUCN.UK.2016-3.RLTS.T22683796A95211592.en']",https://en.wikipedia.org/wiki/Red-faced_mousebird,https://upload.wikimedia.org/wikipedia/commons/6/6b/Red-faced_Mousebird_%28Urocolius_indicus%29_hanging_in_tree%2C_front_view.jpg,Zambia,woodland
2249,Red-faced parrot,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Hapalopsittaca,H. pyrrhops,"Hapalopsittaca pyrrhops(Salvin, 1876)",,The red-faced parrot (Hapalopsittaca pyrrhops) is a species of parrot in the family Psittacidae. It is a part of the subspecies monotypic.,"[""Articles with 'species' microformats"", 'Articles with short description', 'Birds described in 1876']","['http://citeseerx.ist.psu.edu/messages/downloadsexceeded.html', 'http://datazone.birdlife.org/species/factsheet/22686168', 'http://www.birdlife.org/datazone/speciesfactsheet.php?id=1651']",https://en.wikipedia.org/wiki/Red-faced_parrot,https://upload.wikimedia.org/wikipedia/commons/4/47/Hapalopsittaca_pyrrhops_Catalogue_of_the_Birds_in_the_British_Museum_%281891_-_1891%29_%2819957525723%29.jpg,,
2250,Red-faced spinetail,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Furnariidae,Cranioleuca,C. erythrops,"Cranioleuca erythrops(Sclater, 1860)",,"The red-faced spinetail (Cranioleuca erythrops) is a species of bird in the family Furnariidae. It is found in Colombia, Costa Rica, Ecuador, and Panama.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://vireo.acnatsci.org/search.html?Form=Search&SEARCHBY=Common&KEYWORDS=Red-faced+spinetail&showwhat=images&AGE=All&SEX=All&ACT=All&Search=Search&VIEW=All&ORIENTATION=All&RESULTS=24', 'http://datazone.birdlife.org/species/factsheet/22702408', 'http://doi.org/10.2305%2FIUCN.UK.2020-3.RLTS.T22702408A138175892.en']",https://en.wikipedia.org/wiki/Red-faced_spinetail,https://upload.wikimedia.org/wikipedia/commons/2/25/Cranioleuca_erythrops_map.svg,Costa Rica,forest
2251,Red-faced warbler,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Parulidae,Cardellina,C. rubrifrons,"Cardellina rubrifrons(Giraud, 1841)",,"The red-faced warbler (Cardellina rubrifrons) is a species of New World warbler.
Mature red-faced warblers are small birds, 14 cm (5+1⁄2 in) long.","[""Articles with 'species' microformats"", 'Articles with short description', 'Birds described in 1841']","['http://ibc.hbw.com/ibc/phtml/especie.phtml?idEspecie=9015', 'http://fireflyforest.net/firefly/2006/11/20/red-faced-warbler/', 'http://fireflyforest.net/images/firefly/2006/November/Red-faced-warbler.jpg']",https://en.wikipedia.org/wiki/Red-faced_warbler,https://upload.wikimedia.org/wikipedia/commons/c/c8/Cardellina_rubrifrons.jpg,El Salvador,forest
2252,Red-faced woodland warbler,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,P. laetus,"Phylloscopus laetusSharpe, 1902",,The red-faced woodland warbler (Phylloscopus laetus) is a species of leaf warbler in the family Phylloscopus.  It forms a superspecies with the closely related yellow-throated woodland warbler and the Laura's woodland warbler.,"[""Articles with 'species' microformats"", 'Articles with short description', 'Birds described in 1902']","['http://datazone.birdlife.org/species/factsheet/22715194', 'http://doi.org/10.2305%2FIUCN.UK.2016-3.RLTS.T22715194A94444330.en', 'https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=562137']",https://en.wikipedia.org/wiki/Red-faced_woodland_warbler,https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png,Burundi,forest
2253,Red-fan parrot,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Psittaciformes,Psittacidae,"DeroptyusWagler, 1832",D. accipitrinus,"Deroptyus accipitrinus(Linnaeus, 1758)","Psittacus accipitrinus Linnaeus, 1758","The red-fan parrot (Deroptyus accipitrinus), also known as the hawk-headed parrot, is a New World parrot hailing from the Amazon Rainforest. It is the only member of the genus Deroptyus.","['Arinae', ""Articles with 'species' microformats"", 'Articles with short description']","['http://animal-world.com/encyclo/birds/Other_Parrots/HawkHeadedParrot.php', 'http://www.oldworldaviaries.com/text/lewis/hawk_heads.html', 'http://www.parrot-and-conure-world.com/hawkheaded-parrot.html']",https://en.wikipedia.org/wiki/Red-fan_parrot,https://upload.wikimedia.org/wikipedia/commons/7/7a/Deroptyus_accipitrinus-20090208.jpg,French Guiana,forest
2254,Red-flanked bluetail,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Tarsiger,T. cyanurus,"Tarsiger cyanurus(Pallas, 1773)",Luscinia cyanuraErithacus cyanurus,"The red-flanked bluetail (Tarsiger cyanurus), also known as the orange-flanked bush-robin, is a small passerine bird that was formerly classed as a member of the thrush family Turdidae, but is now more generally considered to be an Old World flycatcher, Muscicapidae. It, and related species, are often called chats.","[""Articles with 'species' microformats"", 'Articles with short description', 'Birds described in 1773']","['http://www.eu-nomen.eu/portal/taxon.php?GUID=urn:lsid:faunaeur.org:taxname:97179', 'http://datazone.birdlife.org/species/factsheet/105294257', 'http://www.boldsystems.org/index.php/TaxBrowser_TaxonPage?taxid=52628']",https://en.wikipedia.org/wiki/Red-flanked_bluetail,https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png,,
2255,Red-flanked lorikeet,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Hypocharmosyna,H. placentis,"Hypocharmosyna placentis(Temminck, 1835)",,"The red-flanked lorikeet (Hypocharmosyna placentis) is a species of parrot in the family Psittaculidae.
It is found in Mollucas, New Guinea and the Bismarck Archipelago.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://datazone.birdlife.org/species/factsheet/22684686', 'http://doi.org/10.1080%2F01584197.2020.1779596', 'http://doi.org/10.1093%2Fgbe%2Fevaa113']",https://en.wikipedia.org/wiki/Red-flanked_lorikeet,https://upload.wikimedia.org/wikipedia/commons/f/f5/Charmosyna_placentis_-Jurong_Bird_Park_-pair-6a.jpg,Guinea,forest
2256,Red-footed falcon,Vulnerable (IUCN 3.1)[1],Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,F. vespertinus,"Falco vespertinusLinnaeus, 1766","Falco vespertinus vespertinus Linnaeus, 1766","The red-footed falcon (Falco vespertinus), formerly the western red-footed falcon, is a bird of prey. It belongs to the family Falconidae, the falcons.","['All articles with unsourced statements', ""Articles with 'species' microformats"", 'Articles with GND identifiers']","['http://www.uni-heidelberg.de/institute/fak14/ipmb/phazb/pubwink/1998/31.%201998.pdf', 'http://sora.unm.edu/sites/default/files/journals/auk/v116n01/p0116-p0130.pdf', 'http://www.eu-nomen.eu/portal/taxon.php?GUID=urn:lsid:faunaeur.org:taxname:96740']",https://en.wikipedia.org/wiki/Red-footed_falcon,https://upload.wikimedia.org/wikipedia/commons/3/3d/FalcoVespertinusIUCN2019_2.png,,
2257,Red-fronted antpecker,Near Threatened (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Estrildidae,Parmoptila,P. rubrifrons,"Parmoptila rubrifrons(Sharpe & Ussher, 1872)",,"The red-fronted antpecker (Parmoptila rubrifrons) is a species of songbird found in Western Africa. Like all antpeckers, it is tentatively placed in the estrildid finch family (Estrildidae).","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://animaldiversity.ummz.umich.edu/site/resources/grzimek_birds/Estrilididae/Parmoptila_rubrifrons.jpg/view.html', 'http://datazone.birdlife.org/species/factsheet/22735256', 'http://www.birdlife.org/action/science/species/global_species_programme/whats_new.html']",https://en.wikipedia.org/wiki/Red-fronted_antpecker,https://upload.wikimedia.org/wikipedia/commons/6/6a/Parmoptila_rubrifrons.png,Côte d'Ivoire,forest
2258,Red-fronted barbet,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Piciformes,Lybiidae,Tricholaema,T. diademata,"Tricholaema diademata(Heuglin, 1861)",,"The red-fronted barbet (Tricholaema diademata) is a species of bird in the Lybiidae family.
It is found in Ethiopia, Kenya, South Sudan, Tanzania, and Uganda.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://datazone.birdlife.org/species/factsheet/22681790', 'http://doi.org/10.2305%2FIUCN.UK.2016-3.RLTS.T22681790A92920524.en', 'https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=554213']",https://en.wikipedia.org/wiki/Red-fronted_barbet,https://upload.wikimedia.org/wikipedia/commons/d/df/Red-bellied_woodpecker_icon.png,South Sudan,
2259,Red-fronted cootTemporal range: Late Pleistocene–present PreꞒ Ꞓ O S D C P T J K Pg N ↓,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,F. rufifrons,"Fulica rufifronsPhilppi & Landbeck, 1861",,"Grebes () are aquatic diving birds in the order Podicipediformes . Grebes are widely distributed birds of freshwater, with some species also occurring in marine habitats during migration and winter.","['All articles to be expanded', 'All articles with dead external links', 'All articles with incomplete citations']","['http://pubs.nrc-cnrc.gc.ca/cgi-bin/rp/rp2_abst_e?cjes_e01-057_39_ns_nf_cjes', 'http://avian.genomics.cn/en/index.html', 'http://thegrebes.bandcamp.com/']",https://en.wikipedia.org/wiki/Grebe,https://upload.wikimedia.org/wikipedia/commons/c/ca/Diving_grebe.jpg,,
2260,Red-fronted coua,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Coua,C. reynaudii,"Coua reynaudiiPucheran, 1845",,"The red-fronted coua (Coua reynaudii) is a species of cuckoo in the family Cuculidae.
It is endemic to Madagascar.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://datazone.birdlife.org/species/factsheet/22684160', 'http://doi.org/10.2305%2FIUCN.UK.2018-2.RLTS.T22684160A130093879.en', 'https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=554741']",https://en.wikipedia.org/wiki/Red-fronted_coua,https://upload.wikimedia.org/wikipedia/commons/3/34/Red-fronted_Coua_-_Andasib%C3%A8_-_Madagascar_MG_0718_%2815102020980%29.jpg,Madagascar,forest
2261,Red-fronted lorikeet,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Hypocharmosyna,H. rubronotata,"Hypocharmosyna rubronotata(Wallace, 1862)","Glossopsitta rubronotata (Wallace, 1862) Coriphilus rubronotatus (Wallace, 1862)","The red-fronted lorikeet (Hypocharmosyna rubronotata), also known as the red-spotted lorikeet or red-rumped lorikeet is a species of parrot in the family Psittaculidae. It is found in northern New Guinea and the island of Biak.","[""Articles with 'species' microformats"", 'Articles with short description', 'Birds described in 1862']","['http://datazone.birdlife.org/species/factsheet/22684683', 'http://datazone.birdlife.org/species/factsheet/red-fronted-lorikeet-charmosyna-rubronotata/text', 'http://doi.org/10.1080%2F01584197.2020.1779596']",https://en.wikipedia.org/wiki/Red-fronted_lorikeet,https://upload.wikimedia.org/wikipedia/commons/9/9c/N331_w1150_%288006809998%29.jpg,Guinea,forest
2262,Red-fronted macaw,Critically Endangered (IUCN 3.1)[1],Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,A. rubrogenys,"Ara rubrogenysLafresnaye, 1847",,"The red-fronted macaw (Ara rubrogenys) is a parrot endemic to a small semi-desert mountainous area of Bolivia. It is a critically endangered species; it has been successfully bred in captivity, and is available, if not common, as a pet.","['Ara (genus)', ""Articles with 'species' microformats"", 'Articles with short description']","['http://ibc.lynxeds.com/species/red-fronted-macaw-ara-rubrogenys', 'http://sora.unm.edu/sites/default/files/journals/wilson/v103n03/p0357-p0365.pdf', 'http://freespace.virgin.net/susan.armitage/BOL1.HTM']",https://en.wikipedia.org/wiki/Red-fronted_macaw,https://upload.wikimedia.org/wikipedia/commons/f/fa/Ara_rubrogenys_-20030516.jpg,,
2263,Red-fronted parrot,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,P. gulielmi,"Poicephalus gulielmi(Jardine, 1849)",,"The red-fronted parrot (Poicephalus gulielmi), also known as Jardine's parrot, is a medium-sized mainly green parrot distributed across wide areas of Africa. It has three subspecies.","[""Articles with 'species' microformats"", 'Articles with short description', 'Birds described in 1849']","['http://www.wingscc.com/aps/jardine.htm', 'http://www.zoonomen.net/avtax/psit.html', 'http://datazone.birdlife.org/species/factsheet/22685291']",https://en.wikipedia.org/wiki/Red-fronted_parrot,https://upload.wikimedia.org/wikipedia/commons/4/42/Poicephalus_gulielmi_-Birds_of_Eden_-South_Africa-8a-3c.jpg,,
2264,"('Red-fronted parrotlet', 'Conservation status')",,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Touit,T. costaricensis,"Touit costaricensis(Cory, 1913)",Touit dilectissima costaricensis Touit dilectissimus costaricensis,"The conservation status of a group of organisms (for instance, a species) indicates whether the group still exists and how likely the group is to become extinct in the near future. Many factors are taken into account when assessing conservation status: not simply the number of individuals remaining, but the overall increase or decrease in the population over time, breeding success rates, and known threats.","['All articles containing potentially dated statements', 'All articles with dead external links', 'Articles containing potentially dated statements from January 2008']","['http://www.inbo.be/content/homepage_en.asp', 'http://www.cosepac.gc.ca/eng/sct5/index_e.cfm', 'http://www.ymparisto.fi/default.asp?node=6053&lan=en']",https://en.wikipedia.org/wiki/Conservation_status,https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg,,
2265,Red-fronted prinia,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Cisticolidae,Prinia,P. rufifrons,"Prinia rufifrons(Rüppell, 1840)",Apalis rufifrons Spiloptila rufifrons Urorhipis rufifrons,"The red-fronted prinia (Prinia rufifrons), also known as the red-fronted warbler and the red-faced apalis, is a species of bird in the family Cisticolidae.
It is found in Chad, Djibouti, Eritrea, Ethiopia, Kenya, Somalia, Sudan, Tanzania, and Uganda.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://www.hbw.com/node/58704', 'http://pubmed.ncbi.nlm.nih.gov/23159891', 'http://datazone.birdlife.org/species/factsheet/22713834']",https://en.wikipedia.org/wiki/Red-fronted_prinia,https://upload.wikimedia.org/wikipedia/commons/0/0d/Cisticola_exilis.jpg,Djibouti,
2266,Red-fronted rosefinch,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carpodacus,C. puniceus,"Carpodacus puniceusBlyth, 1845",Pyrrhospiza punicea,The red-fronted rosefinch (Carpodacus puniceus) is a species of rosefinch in the finch family Fringillidae. It is sometimes placed in the monotypic genus Pyrrhospiza.,"['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://datazone.birdlife.org/species/factsheet/22720613', 'http://doi.org/10.2305%2FIUCN.UK.2017-1.RLTS.T22720613A111476589.en', 'https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=559064']",https://en.wikipedia.org/wiki/Red-fronted_rosefinch,https://upload.wikimedia.org/wikipedia/commons/c/c8/Carpodacus_mexicanus_-Madison_-Wisconsin_-USA-8-4cp.jpg,Turkmenistan,
2267,Red-fronted serin,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Fringillidae,Serinus,S. pusillus,"Serinus pusillus(Pallas, 1811)",,The red-fronted serin or fire-fronted serin (Serinus pusillus) is a small passerine bird in the finch family Fringillidae.  It prefers high mountain regions and is 11–12 cm long.,"[""Articles with 'species' microformats"", 'Articles with short description', 'Birds described in 1811']","['http://www.eu-nomen.eu/portal/taxon.php?GUID=urn:lsid:faunaeur.org:taxname:97461', 'http://datazone.birdlife.org/species/factsheet/22720045', 'http://www.boldsystems.org/index.php/TaxBrowser_TaxonPage?taxid=120253']",https://en.wikipedia.org/wiki/Red-fronted_serin,https://upload.wikimedia.org/wikipedia/commons/2/2b/Fire-frontedSerin_at_Deoria_Tal.jpg,Turkey,
2268,Red-fronted tinkerbird,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Piciformes,Lybiidae,Pogoniulus,P. pusillus,"Pogoniulus pusillus(Dumont, 1816)",,"The red-fronted tinkerbird, (Pogoniulus pusillus) is a small African barbet. Barbets are near-passerine birds with bristles around the base of the bill.","[""Articles with 'species' microformats"", 'Articles with short description', 'Birds described in 1816']","['http://datazone.birdlife.org/species/factsheet/22681778', 'http://doi.org/10.2305%2FIUCN.UK.2016-3.RLTS.T22681778A92919738.en', 'http://www.kenyabirds.org.uk/tinker-rf.htm']",https://en.wikipedia.org/wiki/Red-fronted_tinkerbird,https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png,South Africa,forest
2269,Red-gartered cootTemporal range: Late Pleistocene–present PreꞒ Ꞓ O S D C P T J K Pg N ↓,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,F. armillata,"Fulica armillataVieillot, 1817",,"The red-gartered coot (Fulica armillata) is a species of bird in the family Rallidae. On average, it grows to 45 cm (18 in) in length, which exceeds that of most coots.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://www.sciencedirect.com/science/article/pii/S0895981120303825', 'http://datazone.birdlife.org/species/factsheet/22692937', 'http://www.boldsystems.org/index.php/TaxBrowser_TaxonPage?taxid=68788']",https://en.wikipedia.org/wiki/Red-gartered_coot,https://upload.wikimedia.org/wikipedia/commons/f/ff/Demoiselles_%28PSF%29.png,Argentina,swamp
2270,Red-headed barbet,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Piciformes,Capitonidae,Eubucco,E. bourcierii,"Eubucco bourcierii(Lafresnaye, 1845)",,"The red-headed barbet (Eubucco bourcierii) is a species of bird in the family Capitonidae, the New World barbets. It is found in Costa Rica, Panama, Venezuela, Colombia, Ecuador and Peru.","['All Wikipedia articles written in American English', ""Articles with 'species' microformats"", 'Articles with short description']","['http://datazone.birdlife.org/species/factsheet/22681939', 'http://www.boldsystems.org/index.php/TaxBrowser_TaxonPage?taxid=115297', 'https://neotropical.birds.cornell.edu/Species-Account/nb/species/rehbar1']",https://en.wikipedia.org/wiki/Red-headed_barbet,https://upload.wikimedia.org/wikipedia/commons/e/e8/Eubucco_bourcierii_dist.png,Costa Rica,
2271,Red-headed bluebill,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Estrildidae,Spermophaga,S. ruficapilla,"Spermophaga ruficapilla(Shelley, 1888)",,"The red-headed bluebill (Spermophaga ruficapilla) is a common species of estrildid finch found in Sub-Saharan Africa.
It is found in Angola, Burundi, Central African Republic, The Democratic Republic of the Congo, Kenya, Rwanda, South Sudan, Tanzania and Uganda.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://datazone.birdlife.org/species/factsheet/22719403', 'http://www.birdlife.org/datazone/species/index.html?action=SpcHTMDetails.asp&sid=8622&m=0', 'http://doi.org/10.2305%2FIUCN.UK.2016-3.RLTS.T22719403A94626009.en']",https://en.wikipedia.org/wiki/Red-headed_bluebill,https://upload.wikimedia.org/wikipedia/commons/7/74/Red-headed_Bluebill_-_Kakamega_-_Kenya_06_2643_%2822568963858%29.jpg,Central African Republic,
2272,Red-headed bullfinch,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Fringillidae,Pyrrhula,P. erythrocephala,"Pyrrhula erythrocephalaVigors, 1832",,"The red-headed bullfinch (Pyrrhula erythrocephala) is a species of finch in the family Fringillidae, found all across the Himalayas and adjacent highlands. It is found in Bhutan, northern India, Nepal and adjacent southern Tibet.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://chopo.pntic.mec.es/~biolmol/publicaciones/crossbills.pdf', 'http://pubmed.ncbi.nlm.nih.gov/11529508', 'http://datazone.birdlife.org/species/factsheet/22720665']",https://en.wikipedia.org/wiki/Red-headed_bullfinch,https://upload.wikimedia.org/wikipedia/commons/c/c8/Carpodacus_mexicanus_-Madison_-Wisconsin_-USA-8-4cp.jpg,Bhutan,forest
2273,Red-headed bunting,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,E. bruniceps,"Emberiza brunicepsBrandt, 1841",,"The red-headed bunting (Emberiza bruniceps) is a passerine bird in the bunting family Emberizidae, a group now separated by most modern authors from the finches, Fringillidae.
It breeds in central Asia-Afghanistan, Iran, Kazakhstan, Kyrgyzstan, Mongolia; Russian Federation (European Russia, Central Asian Russia), Tajikistan, Turkmenistan, Uzbekistan.","[""Articles with 'species' microformats"", 'Articles with short description', 'Birds described in 1841']","['http://www.eu-nomen.eu/portal/taxon.php?GUID=urn:lsid:faunaeur.org:taxname:97539', 'http://datazone.birdlife.org/species/factsheet/22720993', 'http://www.boldsystems.org/index.php/TaxBrowser_TaxonPage?taxid=120591']",https://en.wikipedia.org/wiki/Red-headed_bunting,https://upload.wikimedia.org/wikipedia/commons/e/ed/Cuculus_canorus_canorus_MHNT.ZOO.2010.11.150.15.jpg,Russian Federation,
2274,Red-headed finch,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Estrildidae,Amadina,A. erythrocephala,"Amadina erythrocephala(Linnaeus, 1758)",,"The red-headed finch (Amadina erythrocephala) (also known as the paradise finch) is a common species of estrildid finch found in Africa. It has an estimated global extent of occurrence of 1,600,000 km2.","['All stub articles', 'Amadina', ""Articles with 'species' microformats""]","['http://www.efinch.com/species/redhead.htm', 'http://www.biodiversityexplorer.org/birds/estrildidae/amadina_erythrocephala.htm', 'http://datazone.birdlife.org/species/factsheet/22719932']",https://en.wikipedia.org/wiki/Red-headed_finch,https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png,South Africa,
2275,Red-headed flameback,Endangered (IUCN 3.1)[1],Animalia,Chordata,Aves,Piciformes,Picidae,Chrysocolaptes,C. erythrocephalus,"Chrysocolaptes erythrocephalus(Sharpe, 1877)",,"The red-headed flameback (Chrysocolaptes erythrocephalus) is a species of bird in the family Picidae. It is endemic to the Philippines only being found in the region of Palawan in the islands of Balabac, mainland Palawan, Busuanga and Calamian.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://datazone.birdlife.org/species/factsheet/22726579', 'http://doi.org/10.2305%2FIUCN.UK.2016-3.RLTS.T22726579A94926172.en', 'https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1145305']",https://en.wikipedia.org/wiki/Red-headed_flameback,https://upload.wikimedia.org/wikipedia/commons/6/6c/Chrysocolaptes_erythrocephalus_-_Keulemans.jpg,Philippines,forest
2276,Red-headed lovebird,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Agapornis,A. pullarius,"Agapornis pullarius(Linnaeus, 1758)","Psittacus pullarius Linnaeus, 1758","The red-headed lovebird (Agapornis pullarius) also known as the red-faced lovebird is a member of the genus Agapornis, a group commonly known as lovebirds. Like other lovebirds it is native to Africa.","[""Articles with 'species' microformats"", 'Articles with short description', 'Birds described in 1758']","['http://www.pullaria.info/index.php/en/', 'http://datazone.birdlife.org/species/factsheet/22685330', 'http://www.birdlife.org/datazone/species/index.html?action=SpcHTMDetails.asp&sid=1507&m=0']",https://en.wikipedia.org/wiki/Red-headed_lovebird,https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png,,
2277,Red-headed malimbe,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Ploceidae,Malimbus,M. rubricollis,"Malimbus rubricollis(Swainson, 1838)",,"The red-headed malimbe (Malimbus rubricollis) is a species of bird in the family Ploceidae.
It is widespread across the African tropical rainforest.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://datazone.birdlife.org/species/factsheet/22719108', 'http://doi.org/10.2305%2FIUCN.UK.2018-2.RLTS.T22719108A132125222.en', 'http://weavers.adu.org.za/sp.php?spp=3810']",https://en.wikipedia.org/wiki/Red-headed_malimbe,https://upload.wikimedia.org/wikipedia/commons/0/0d/Ploceus_capitalis_Keulemans.jpg,Mali,forest
2278,Red-headed manakin,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Pipridae,Ceratopipra,C. rubrocapilla,"Ceratopipra rubrocapillaTemminck, 1821",Dixiphia rubrocapilla Pipra rubrocapilla,"The red-headed manakin (Ceratopipra rubrocapilla) is a species of bird in the family Pipridae. It is found in Bolivia, Brazil, and Peru.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://datazone.birdlife.org/species/factsheet/22701000', 'http://www.boldsystems.org/index.php/TaxBrowser_TaxonPage?taxid=745467', 'http://doi.org/10.2305%2FIUCN.UK.2016-3.RLTS.T22701000A93808976.en']",https://en.wikipedia.org/wiki/Red-headed_manakin,https://upload.wikimedia.org/wikipedia/commons/3/32/Ceratopipra_rubrocapilla_map.svg,Brazil,forest
