,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,ecoregion,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,visual system,conservation status,type specimen repository,body shape,diet includes,eats,mating system,native range includes,parental care,social system,foraging habitat,preys on,trophic guild,hearing range,bill length,tarsus length,temperature at range midpoint latitude,ecomorphological guild,body length,life span,litters per year,prenatal development duration,weight,body temperature,parasitized by,behavioral circadian rhythm,sensory system,number of public records in bold,has ectoparasite,host of,has pathogen,onset of fertility,genome size,mutualistic with,growth rate,tarsometatarsus + middle toe length,basal metabolic rate,used for,has endoparasite,visits flowers of,is vector for,clutch/brood/litter size,is eaten by,developmental mode,wing morphology,egg mass,has host
0,Striated antbird,Animalia,Chordata,Aves,https://eol.org/pages/45512739,Drymophila devillei (Striated Antbird) is a species of birds in the family typical antbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,10.3 g,Southwest Amazon Moist Forests,Bolivia,"headwater,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striated antthrush,Animalia,Chordata,Aves,https://eol.org/pages/1050532,Chamaeza nobilis (Striated Ant Thrush) is a species of birds in the family Formicariidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,123 g,,Bolivia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striated babbler,Animalia,Chordata,Aves,https://eol.org/pages/52232780,Argya earlei (Striated Babbler) is a species of birds in the family Leiothrichidae. They rely on flight to move around.,tympanic middle ear,,,,,terrestrial,10 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striated bulbul,Animalia,Chordata,Aves,https://eol.org/pages/919974,Pycnonotus striatus (Striated Bulbul) is a species of birds in the family bulbuls. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,60 g,Himalayan Subtropical Broadleaf Forests,Bhutan,subtropical,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striated caracara,Animalia,Chordata,Aves,https://eol.org/pages/45512589,Phalcoboenus australis (Striated Caracara) is a species of birds in the family falcons. They are listed as near threatened by IUCN and in cites appendix ii. They rely on flight to move around.,tympanic middle ear,,1187 g,,Falkland Islands,"cliff,terrestrial",20 dB,bipedal movement,apatite,Stable,corneal eyes,near threatened,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striated earthcreeper,Animalia,Chordata,Aves,https://eol.org/pages/1050240,Geocerthia serrana (Striated Earthcreeper) is a species of birds in the family ovenbirds. They rely on flight to move around.,otoliths,,,,Peru,terrestrial,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striated fieldwren,Animalia,Chordata,Aves,https://eol.org/pages/45518102,Calamanthus fuliginosus (Striated Calamanthus) is a species of birds in the family Acanthizidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,26 g,Tasmanian Temperate Rain Forests,Australia,terrestrial,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,"University Museum of Zoology, Cambridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striated grassbird,Animalia,Chordata,Aves,https://eol.org/pages/45517091,Megalurus palustris (Striated Grassbird) is a species of birds in the family Locustellidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,41.8 g,Mizoram-Manipur-Kachin Rain Forests,Indian Ocean,freshwater habitat,10 dB,flight,apatite,Unknown,corneal eyes,,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striated grasswren,Animalia,Chordata,Aves,https://eol.org/pages/45518080,Amytornis striatus (Striated Grasswren) is a species of birds in the family Maluridae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,22 g,Central Ranges Xeric Scrub,Australia,"arid,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striated laughingthrush,Animalia,Chordata,Aves,https://eol.org/pages/45517222,Garrulax striatus (Striated Laughingthrush) is a species of birds in the family Leiothrichidae. They rely on flight to move around.,tympanic middle ear,,,,,,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striated lorikeet,Animalia,Chordata,Aves,https://eol.org/pages/45517941,Charmosyna multistriata (Striated Lorikeet) is a species of birds in the family Psittaculidae. They are listed as near threatened by IUCN and in cites appendix ii. They are found in australasia. They rely on flight to move around.,otoliths,australasia,,Southern New Guinea Lowland Rain Forests,Indonesia,"mountain,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striated pardalote,Animalia,Chordata,Aves,https://eol.org/pages/45518589,Pardalotus striatus (Striated Pardalote) is a species of birds in the family pardalotes. They are found in australasia. They are diurnal. They rely on flight to move around.,tympanic middle ear,australasia,,Southwest Australia Woodlands,Indian Ocean,"mountain,freshwater habitat",10 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,
0,Striated softtail,Animalia,Chordata,Aves,https://eol.org/pages/1050233,Thripophaga macroura (Striated Softtail) is a species of birds in the family ovenbirds. They are listed as vulnerable by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Bahia Coastal Forests,Brazil,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striated starling,Animalia,Chordata,Aves,https://eol.org/pages/1051014,Aplonis striata (Striated Starling) is a species of birds in the family starlings. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,60 g,New Caledonia Rain Forests,New Caledonia,terrestrial,10 dB,bipedal movement,apatite,Unknown,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striated swallow,Animalia,Chordata,Aves,https://eol.org/pages/45517013,Cecropis striolata (Striated Swallow) is a species of birds in the family swallows. They rely on flight to move around.,tympanic middle ear,,,,Cambodia,cliff,10 dB,bipedal movement,apatite,,corneal eyes,,NHMUK,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striated thornbill,Animalia,Chordata,Aves,https://eol.org/pages/45518132,Acanthiza lineata (Striated Thornbill) is a species of birds in the family Acanthizidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Eyre And York Mallee,Australia,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striated wrenbabbler,Animalia,Chordata,Aves,https://eol.org/pages/920823,Ptilocichla mindanensis (Striated Wren Babbler) is a species of birds in the family Pellorneidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,31 g,Mindanao-Eastern Visayas Rain Forests,The Philippines,"montane forest,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striated yuhina,Animalia,Chordata,Aves,https://eol.org/pages/45517282,Yuhina castaniceps (Striated Yuhina) is a species of birds in the family white-eyes. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,12 g,Qionglai-Minshan Conifer Forests,Bhutan,"tropical,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Stricklands woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/47043713,Leuconotopicus stricklandi (Strickland's Woodpecker) is a species of birds in the family woodpeckers. They rely on flight to move around.,otoliths,,,,,terrestrial,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striolated bunting,Animalia,Chordata,Aves,https://eol.org/pages/45515762,"Emberiza striolata (House Bunting) is a species of birds in the family New World sparrows. They are found in Afrotropics, the indo-malayan realm, and the palearctic. They are diurnal. They rely on flight to move around.",tympanic middle ear,Afrotropics,18 g,Northwestern Thorn Scrub Forests,Yemen,river,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,
0,Striolated manakin,Animalia,Chordata,Aves,https://eol.org/pages/45513319,Machaeropterus striolatus (Striolated Manakin) is a species of birds in the family Manakins. They rely on flight to move around.,tympanic middle ear,,,,Peru,,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striolated titspinetail,Animalia,Chordata,Aves,https://eol.org/pages/918107,Leptasthenura striolata (Striolated Tit Spinetail) is a species of birds in the family ovenbirds. They are found in The Nearctic. They rely on flight to move around.,tympanic middle ear,The Nearctic,10.5 g,Tamaulipan Mezquital,Brazil,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striped crake,Animalia,Chordata,Aves,https://eol.org/pages/45513928,Aenigmatolimnas marginalis (Striped Crake) is a species of birds in the family rails. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,61 g,Southern Africa Mangroves,Indian Ocean,coastal,20 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striped cuckoo,Animalia,Chordata,Aves,https://eol.org/pages/45511559,"Tapera naevia (American Striped Cuckoo) is a species of birds in the family Cuculidae. They are native to The Nearctic and The Neotropics. They are solitary, diurnal carnivores. They have parental care (female provides care). They rely on flight to move around.",,The Neotropics,,,South Pacific,tropical,,flight,,Stable,,,,bilaterally symmetric,insects,,promiscuous,The Nearctic,protection,solitary,,,insectivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striped flowerpecker,Animalia,Chordata,Aves,https://eol.org/pages/1051690,Dicaeum aeruginosum (Striped Flowerpecker) is a species of birds in the family Dicaeidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,Mindoro Rain Forests,The Philippines,tropical,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striped flufftail,Animalia,Chordata,Aves,https://eol.org/pages/45513891,Sarothrura affinis (Red Tailed Flufftail) is a species of birds in the family Sarothruridae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,30 g,Kwazulu-Cape Coastal Forest Mosaic,Swaziland,"alpine,freshwater habitat",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striped honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/45518449,Plectorhyncha lanceolata (Lanceolated Honeyeater) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,45 g,Mitchell Grass Downs,Australia,"scrubland,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striped kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/1049973,Halcyon chelicuti (Striped Kingfisher) is a species of birds in the family Alcedinidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,55 g,,Mozambique,"savanna,terrestrial",20 dB,flight,apatite,Stable,corneal eyes,,"University Museum of Zoology, Cambridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striped laughingthrush,Animalia,Chordata,Aves,https://eol.org/pages/45517230,Trochalopteron virgatum (Striped Laughingthrush) is a species of birds in the family Leiothrichidae. They rely on flight to move around.,tympanic middle ear,,,,India,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,NHMUK,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striped owl,Animalia,Chordata,Aves,https://eol.org/pages/45511595,Pseudoscops clamator (Striped Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,485 g,Lara-FalcóN Dry Forests,Honduras,,-15 dB,flight,apatite,,corneal eyes,cites appendix ii,,,,Rattus rattus (Linnaeus 1758) (black rat),,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striped pipit,Animalia,Chordata,Aves,https://eol.org/pages/45515082,Anthus lineiventris (Striped Pipit) is a species of birds in the family Motacillidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,38 g,Angolan Scarp Savanna And Woodlands,Mozambique,"savanna,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striped sparrow,Animalia,Chordata,Aves,https://eol.org/pages/45511233,Oriturus superciliosus (Striped Sparrow) is a species of birds in the family Passerellidae. They are found in The Nearctic and The Neotropics. They rely on flight to move around.,tympanic middle ear,The Nearctic,53.7 g,Trans-Mexican Volcanic Belt Pine-Oak Forests,United States,"montane forest,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striped treehunter,Animalia,Chordata,Aves,https://eol.org/pages/1050224,Thripadectes holostictus (Striped Treehunter) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,45.6 g,Eastern Cordillera Real Montane Forests,Bolivia,"temperate,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striped woodcreeper,Animalia,Chordata,Aves,https://eol.org/pages/1050258,Xiphorhynchus obsoletus (Striped Woodcreeper) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,37 g,Xingu-Tocantins-Araguaia Moist Forests,South Atlantic,"subtropical,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striped woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/1177532,Veniliornis lignarius (Striped Woodpecker) is a species of birds in the family woodpeckers. They rely on flight to move around.,otoliths,,,,Bolivia,terrestrial,20 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Striped wrenbabbler,Animalia,Chordata,Aves,https://eol.org/pages/1052258,Kenopia striata (Striped Wren Babbler) is a species of birds in the family Pellorneidae. They are listed as near threatened by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,21.1 g,,Malaysia,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Stubble quail,Animalia,Chordata,Aves,https://eol.org/pages/914848,Coturnix pectoralis (Stubble Quail) is a species of birds in the family Phasianidae. They are native to Australia. They are herbivores. They rely on flight to move around.,,australasia,,,Indian Ocean,grassland,,flight,,Increasing,,,NHMUK,bilaterally symmetric,insects,,,Australia,no parental care,group living,,,granivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Stuhlmanns starling,Animalia,Chordata,Aves,https://eol.org/pages/45515537,Poeoptera stuhlmanni (Stuhlmann's Starling) is a species of birds in the family starlings. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,39 g,Ethiopian Montane Grasslands And Woodlands,Uganda,terrestrial,10 dB,flight,apatite,Decreasing,corneal eyes,,,,,Trilepisium madagascariense DC. (False-fig),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Styans bulbul,Animalia,Chordata,Aves,https://eol.org/pages/919985,Pycnonotus taivanus (Styan's Bulbul) is a species of birds in the family bulbuls. They are listed as vulnerable by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,31 g,,China,"coastal,terrestrial",,bipedal movement,,Decreasing,corneal eyes,vulnerable,NHMUK,,,Ficus (fig),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Styans grasshopper warbler,Animalia,Chordata,Aves,https://eol.org/pages/52571006,Helopsaltes pleskei (Styan's Grasshopper Warbler) is a species of birds in the family Locustellidae. They rely on flight to move around.,tympanic middle ear,,,,,,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Stygian owl,Animalia,Chordata,Aves,https://eol.org/pages/45510752,Asio stygius (Stygian Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,675 g,,Honduras,terrestrial,,flight,apatite,Decreasing,corneal eyes,cites appendix ii,(MLZ) - MLZ Bird Collection (Arctos) {http://www.oxy.edu/moore-lab-zoology},,,Nyctinomops laticaudatus (E. Geoffroy 1805) (broad-eared bat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
