,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,ecoregion,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,visual system,conservation status,hearing range,behavioral circadian rhythm,bill length,body shape,diet includes,mating system,native range includes,social system,tarsus length,temperature at range midpoint latitude,trophic guild,eats,foraging habitat,life span,litters per year,prenatal development duration,weight,genome size,has host,parasite of,visits flowers of,type specimen repository,ecomorphological guild,has ectoparasite,basal metabolic rate,trophic level,parental care,parasitized by,growth rate,egg mass,preys on,number of public records in bold,mutualistic with,middle toe length,invasive in,is killed by,body length,host of,onset of fertility,initial mortality rate,mortality rate doubling time,is eaten by,body temperature,sensory system,tarsometatarsus + middle toe length,has pathogen,motility,clutch/brood/litter size,is vector for,used for
0,Dusky crag martin,Animalia,Chordata,Aves,https://eol.org/pages/45517009,Ptyonoprogne concolor (Dusky Crag Martin) is a species of birds in the family swallows. They rely on flight to move around.,tympanic middle ear,,,,Cambodia,"cliff,terrestrial",10 dB,bipedal movement,apatite,Increasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky crested flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45514303,Elminia nigromitrata (Dusky Crested Flycatcher) is a species of birds in the family Stenostiridae. They are diurnal. They rely on flight to move around.,tympanic middle ear,,9.6 g,,Cameroon,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,5000 Hz,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky crimsonwing,Animalia,Chordata,Aves,https://eol.org/pages/45515638,Cryptospiza jacksoni (Dusky Crimson Wing) is a species of birds in the family Estrildid finches. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,13 g,Albertine Rift Montane Forests,Burundi,terrestrial,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky eagleowl,Animalia,Chordata,Aves,https://eol.org/pages/1178260,Bubo coromandus (Dusky Eagle Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,,North Western Ghats Moist Deciduous Forests,United States,"coastal,terrestrial",-15 dB,flight,apatite,Decreasing,corneal eyes,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky friarbird,Animalia,Chordata,Aves,https://eol.org/pages/918777,Philemon fuscicapillus (Dusky Friarbird) is a species of birds in the family honeyeaters. They are listed as vulnerable by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,,Indonesia,"tropical,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,vulnerable,,,,,,,,,,,,,,,,,,,,,,"University Museum of Zoology, Cambridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky fulvetta,Animalia,Chordata,Aves,https://eol.org/pages/1052700,Alcippe brunnea (Dusky Fulvetta) is a species of birds in the family Pellorneidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,19 g,Northeast India-Myanmar Pine Forests,Vietnam,,10 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,Machilus japonica Sieb. & Zucc.,,,,,,,,,,Museum of Zoology Senckenberg Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky gerygone,Animalia,Chordata,Aves,https://eol.org/pages/45518121,Gerygone tenebrosa (Dusky Gerygone) is a species of birds in the family Acanthizidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Pilbara Shrublands,Australia,"mangrove swamp,freshwater habitat",10 dB,bipedal movement,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky grasswren,Animalia,Chordata,Aves,https://eol.org/pages/45518084,Amytornis purnelli (Dusky Grasswren) is a species of birds in the family Maluridae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Central Ranges Xeric Scrub,Australia,"arid,terrestrial",10 dB,bipedal movement,apatite,Increasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky grouse,Animalia,Chordata,Aves,https://eol.org/pages/45510628,Dendragapus obscurus (Dusky Grouse) is a species of birds in the family Phasianidae. They are native to The Nearctic. They are diurnal herbivores. They have parental care (female provides care). They rely on flight to move around.,,,,,United States,,,,,,,,,,19.7 mm,bilaterally symmetric,fruit,promiscuous,The Nearctic,group living,45.5 mm,-4.73 degrees celsius,,,terrestrial,,1 /year,26 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky hummingbird,Animalia,Chordata,Aves,https://eol.org/pages/45509569,Cynanthus sordidus (Dusky Hummingbird) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They visit flowers of Tillandsia bourgaei. They rely on flight to move around.,tympanic middle ear,The Neotropics,4.3 g,,Mexico,"subtropical,terrestrial",,bipedal movement,apatite,Unknown,corneal eyes,cites appendix ii,,,,,,,,,,,,,,,,,,,,,Tillandsia bourgaei Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky indigobird,Animalia,Chordata,Aves,https://eol.org/pages/45515045,Vidua funerea (Dusky Indigobird) is a species of birds in the family Viduidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,19 g,Nigerian Lowland Forests,Swaziland,"savanna,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky lark,Animalia,Chordata,Aves,https://eol.org/pages/45515303,Pinarocorys nigricans (Dusky Lark) is a species of birds in the family larks. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,41 g,Western Zambezian Grasslands,Mozambique,"subtropical,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky leaftosser,Animalia,Chordata,Aves,https://eol.org/pages/45511689,Sclerurus obscurior (Dusky Leaftosser) is a species of birds in the family ovenbirds. They rely on flight to move around.,tympanic middle ear,,,,,,10 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky lory,Animalia,Chordata,Aves,https://eol.org/pages/45517912,Pseudeos fuscata (Dusky Lory) is a species of birds in the family Psittaculidae. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,149 g,,United States,"subtropical,terrestrial",,bipedal movement,,Stable,corneal eyes,cites appendix ii,,,,,,,,,,,,,,13.4 years,,,149 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky megapode,Animalia,Chordata,Aves,https://eol.org/pages/45517737,Megapodius freycinet (Dusky Megapode) is a species of birds in the family megapodes. They are found in australasia and The Nearctic. They rely on flight to move around.,tympanic middle ear,australasia,700 g,Halmahera Rain Forests,South Pacific,freshwater habitat,20 dB,flight,apatite,Decreasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky moorhen,Animalia,Chordata,Aves,https://eol.org/pages/45516123,Gallinula tenebrosa (Dusky Moorhen) is a species of birds in the family rails. They are associated with freshwater habitat. They are found in australasia and the indo-malayan realm. They are diurnal herbivores. They have parental care (cooperative breeding). They rely on flight to move around.,tympanic middle ear,australasia,530 g,,Indian Ocean,"freshwater,marine",,flight,,Unknown,corneal eyes,,,,,,,,,,,,,,freshwater,,,,,,,,,NHMUK,,,,herbivore,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky munia,Animalia,Chordata,Aves,https://eol.org/pages/917691,Lonchura fuscans (Dusky Munia) is a species of birds in the family Estrildid finches. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,9.5 g,Borneo Lowland Rain Forests,Brunei,"tropical,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky myzomela,Animalia,Chordata,Aves,https://eol.org/pages/45518390,Myzomela obscura (Dusky Honeyeater) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,15.1 g,Cape York Peninsula Tropical Savanna,South Pacific,coastal,10 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky nightjar,Animalia,Chordata,Aves,https://eol.org/pages/45509480,Antrostomus saturatus (Dusky Nightjar) is a species of birds in the family Caprimulgidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Isthmian-Atlantic Moist Forests,United States,"tropical,terrestrial",20 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky parrot,Animalia,Chordata,Aves,https://eol.org/pages/45514202,Pionus fuscus (Dusky Parrot) is a species of birds in the family parrots. They are listed in cites appendix ii. They are found in The Neotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,The Neotropics,229 g,,United States,"coastal,terrestrial",,flight,,Decreasing,corneal eyes,cites appendix ii,,diurnal,,,,,,,,,,Oenocarpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45509388,Patagioenas goodsoni (Dusky Pigeon) is a species of birds in the family Columbidae. They rely on flight to move around.,tympanic middle ear,,,,Colombia,"subtropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky piha,Animalia,Chordata,Aves,https://eol.org/pages/916071,Lipaugus fuscocinereus (Dusky Piha) is a species of birds in the family cotingas. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,138 g,,Colombia,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky purpletuft,Animalia,Chordata,Aves,https://eol.org/pages/916736,Iodopleura fusca (Dusky Purpletuft) is a species of birds in the family Tityridae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,15.3 g,Guianan Savanna,Brazil,terrestrial,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky robin,Animalia,Chordata,Aves,https://eol.org/pages/45518303,Melanodryas vittata (Dusky Robin) is a species of birds in the family australasian robins. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,33.3 g,Tasmanian Temperate Rain Forests,Australia,"heath,freshwater habitat",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky spinetail,Animalia,Chordata,Aves,https://eol.org/pages/1050208,Synallaxis moesta (Dusky Spinetail) is a species of birds in the family ovenbirds. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,25 g,,Venezuela,"subtropical,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky starfrontlet,Animalia,Chordata,Aves,https://eol.org/pages/45512375,Coeligena orina (Dusky Starfrontlet) is a species of birds in the family hummingbirds. They are listed as endangered by IUCN. They rely on flight to move around.,otoliths,,7.2 g,,Colombia,terrestrial,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,endangered,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514920,Cinnyris fuscus (Dusky Sunbird) is a species of birds in the family Sunbirds. They rely on flight to move around.,tympanic middle ear,,10 g,,Angola,"savanna,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky tapaculo,Animalia,Chordata,Aves,https://eol.org/pages/45512948,Scytalopus fuscus (Dusky Tapaculo) is a species of birds in the family tapaculos. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Southern Andean Steppe,South Pacific,terrestrial,10 dB,flight,apatite,Decreasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky tetraka,Animalia,Chordata,Aves,https://eol.org/pages/1051220,Xanthomixis tenebrosa (Dusky Tetraka) is a species of birds in the family Bernieridae. They rely on flight to move around.,tympanic middle ear,,,,Indian Ocean,tropical,10 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky thrush,Animalia,Chordata,Aves,https://eol.org/pages/45510217,Turdus eunomus (Dusky Thrush) is a species of birds in the family thrushes. They rely on flight to move around.,tympanic middle ear,,80 g,,United States,tundra,10 dB,bipedal movement,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky tit,Animalia,Chordata,Aves,https://eol.org/pages/45515275,Melaniparus funereus (Dusky Tit) is a species of birds in the family Paridae. They rely on flight to move around.,tympanic middle ear,,29 g,,Angola,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky turtle dove,Animalia,Chordata,Aves,https://eol.org/pages/45515845,Streptopelia lugens (Dusky Turtle Dove) is a species of birds in the family Columbidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,169 g,,Burundi,"mountain,freshwater habitat",20 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky twinspot,Animalia,Chordata,Aves,https://eol.org/pages/45515655,Euschistospiza cinereovinacea (Dusky Twinspot) is a species of birds in the family Estrildid finches. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,14 g,Albertine Rift Montane Forests,Angola,terrestrial,10 dB,bipedal movement,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky warbler,Animalia,Chordata,Aves,https://eol.org/pages/45510049,Phylloscopus fuscatus (Dusky Warbler) is a species of birds in the family Phylloscopidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,10 g,Northern Khorat Plateau Moist Deciduous Forests,United States,terrestrial,10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,Senckenberg Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/1177377,"Zosterops finschii (Dusky White Eye) is a species of birds in the family white-eyes. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",,Palau Tropical Moist Forests,Palau,"tropical,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dusky woodswallow,Animalia,Chordata,Aves,https://eol.org/pages/45518169,Artamus cyanopterus (Dusky Woodswallow) is a species of birds in the family woodswallows. They are found in australasia. They are diurnal. They rely on flight to move around.,tympanic middle ear,australasia,47 g,,Indian Ocean,"tropical,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dwarf bittern,Animalia,Chordata,Aves,https://eol.org/pages/45513563,Ixobrychus sturmii (Dwarf Bittern) is a species of birds in the family Ardeidae. They are found in Afrotropics and the palearctic. They rely on flight to move around.,tympanic middle ear,Afrotropics,150 g,,Mozambique,"coastal,freshwater habitat",20 dB,flight,apatite,Unknown,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,"University Museum of Zoology, Cambridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dwarf cassowary,Animalia,Chordata,Aves,https://eol.org/pages/45515897,"Casuarius bennetti (Dwarf Cassowary) is a species of birds in the family Casuariidae. They are native to Australia. They are solitary, diurnal herbivores. They have parental care (female provides care and paternal care).",,australasia,,,Indonesia,,,bipedal movement,,Stable,,,,,,bilaterally symmetric,insects,polyandrous,Australia,solitary,,,frugivore,,,,,42 days,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dwarf cuckoo,Animalia,Chordata,Aves,https://eol.org/pages/45511568,Coccycua pumila (Dwarf Cuckoo) is a species of birds in the family Cuculidae. They rely on flight to move around.,tympanic middle ear,,,,Colombia,"subtropical,terrestrial",20 dB,bipedal movement,apatite,Increasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dwarf fruit dove,Animalia,Chordata,Aves,https://eol.org/pages/45516299,Ptilinopus nainus (Dwarf Fruit Dove) is a species of birds in the family Columbidae. They rely on flight to move around.,otoliths,,47 g,,Indonesia,terrestrial,20 dB,bipedal movement,apatite,Stable,corneal eyes,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dwarf honeyguide,Animalia,Chordata,Aves,https://eol.org/pages/45514138,Indicator pumilio (Dwarf Honeyguide) is a species of birds in the family honeyguides. They are listed as near threatened by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,15 g,Albertine Rift Montane Forests,Uganda,terrestrial,20 dB,flight,apatite,Decreasing,corneal eyes,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dwarf jay,Animalia,Chordata,Aves,https://eol.org/pages/45509962,Cyanolyca nanus (Dwarf Jay) is a species of birds in the family Corvidae. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,,,Mexico,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,near threatened,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dwarf koel,Animalia,Chordata,Aves,https://eol.org/pages/45517812,Microdynamis parva (Dwarf Koel) is a species of birds in the family Cuculidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,54 g,,Indonesia,"subtropical,terrestrial",20 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,Virola (virola),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dwarf longbill,Animalia,Chordata,Aves,https://eol.org/pages/45516713,Oedistoma iliolophus (Dwarf Longbill) is a species of birds in the family Melanocharitidae. They rely on flight to move around.,tympanic middle ear,,,,Indonesia,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Unknown,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dwarf sparrowhawk,Animalia,Chordata,Aves,https://eol.org/pages/913216,Accipiter nanus (Dwarf Sparrowhawk) is a species of birds in the family Accipitridae. They are listed as near threatened by IUCN and in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Sulawesi Montane Rain Forests,Indonesia,"subtropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dwarf tinamou,Animalia,Chordata,Aves,https://eol.org/pages/45512001,Taoniscus nanus (Dwarf Tinamou) is a species of birds in the family tinamous. They are listed as endangered by IUCN. They are found in The Neotropics. They are diurnal.,tympanic middle ear,The Neotropics,43 g,,Brazil,"arid,terrestrial",,bipedal movement,apatite,Decreasing,corneal eyes,endangered,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dwarf tyrantmanakin,Animalia,Chordata,Aves,https://eol.org/pages/45513309,Tyranneutes stolzmanni (Dwarf Tyranneutes) is a species of birds in the family Manakins. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,7.5 g,Gurupa Varzea,Bolivia,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dwarf vireo,Animalia,Chordata,Aves,https://eol.org/pages/45509934,Vireo nelsoni (Dwarf Vireo) is a species of birds in the family vireos. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,9.4 g,Balsas Dry Forests,Mexico,"tropical,terrestrial",10 dB,bipedal movement,apatite,Unknown,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dybowskis twinspot,Animalia,Chordata,Aves,https://eol.org/pages/45515654,Euschistospiza dybowskii (Dybowski's Twinspot) is a species of birds in the family Estrildid finches. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,14.6 g,Guinean Forest-Savanna Mosaic,United States,"marine,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Eared dove,Animalia,Chordata,Aves,https://eol.org/pages/45509404,"Zenaida auriculata (Eared Dove) is a species of birds in the family Columbidae. They are native to The Neotropics. They are solitary, diurnal herbivores. They have parental care (paternal care and female provides care). They rely on flight to move around.",,The Neotropics,,,Argentina,,,flight,,Increasing,,,,,,bilaterally symmetric,seeds,monogamous,The Neotropics,group living,,,granivore,,,,,,,1.408 pg,,,,,,,,,protection,,,,,,,,,,,,,,,,,,,,,,,
0,Eared pitta,Animalia,Chordata,Aves,https://eol.org/pages/284553,Hydrornis phayrei (Eared Pitta) is a species of birds in the family pittas. They rely on flight to move around.,tympanic middle ear,,,,Burma,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Eared poorwill,Animalia,Chordata,Aves,https://eol.org/pages/45509464,Nyctiphrynus mcleodii (Eared Poorwill) is a species of birds in the family Caprimulgidae. They are found in The Neotropics and The Nearctic. They rely on flight to move around.,tympanic middle ear,The Neotropics,36.4 g,Sierra Madre Occidental Pine-Oak Forests,Mexico,"subtropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Eared pygmy tyrant,Animalia,Chordata,Aves,https://eol.org/pages/45513117,Myiornis auricularis (Eared Pygmy Tyrant) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,5.3 g,Serra Do Mar Coastal Forests,Brazil,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
