,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,type specimen repository,visual system,eats,foraging habitat,life span,prenatal development duration,weight,ecoregion,conservation status,hearing range,body shape,diet includes,mating system,native range includes,parental care,social system,trophic guild,growth rate,litters per year,has host,parasitized by,body temperature,egg mass,preys on,clutch/brood/litter size,basal metabolic rate,ecomorphological guild,body length,behavioral circadian rhythm,visits flowers of,genome size,visits,mutualistic with,number of public records in bold,bill length,tarsometatarsus + middle toe length,temperature at range midpoint latitude,host of,tarsus length,trophic level,middle toe length,symbiont of,has endoparasite,plant growth form,has ectoparasite,onset of fertility,is vector for,harvested in,used for,sensory system,is killed by,is eaten by,produces,spore arrangement,motility
0,Little penguin,Animalia,Chordata,Aves,https://eol.org/pages/45512088,"Eudyptula minor (Blue Penguin) is a species of birds in the family penguins. They are native to Australia and Pacific Ocean. They are nocturnal carnivores. They have parental care (pair provides care, paternal care, and female provides care). They rely on swimming, flight, and lift powered swimming to move around.",,,,New Zealand,,,,,,,,,marine pelagic,,39 days,,,,,bilaterally symmetric,fish,monogamous,Australia,,group living,,,,,,,,,,,nectonic,,,,,,,,35.8 mm,,16.82 degrees celsius,,,,50.3 mm,,,,,,,,,,,,,,
0,Little pied cormorant,Animalia,Chordata,Aves,https://eol.org/pages/45516068,"Microcarbo melanoleucos (Little Pied Cormorant (White Throated)) is a species of birds in the family cormorants. They are found in australasia and Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,australasia,,New Zealand,"marine benthic,marine",,flight,,Unknown,,corneal eyes,Illex Steenstrup 1880,,,,,,,,,,,,,,,,,,,,,Osteichthyes,,,nectonic,,,,,,,,,,,,,,,Opecoelidae,,,,,,,,,,,,,
0,Little pied flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517556,"Ficedula westermanni (Little Pied Flycatcher) is a species of birds in the family Old World flycatchers. They are found in the palearctic, the indo-malayan realm, and australasia. They rely on flight to move around.",tympanic middle ear,the palearctic,10 g,Indonesia,"tropical,terrestrial",10 dB,flight,apatite,Decreasing,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little raven,Animalia,Chordata,Aves,https://eol.org/pages/45518684,Corvus mellori (Little Raven) is a species of birds in the family Corvidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,660 g,Australia,"temperate,terrestrial",10 dB,flight,apatite,Increasing,,corneal eyes,,,,,,Southeast Australia Temperate Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little ringed plover,Animalia,Chordata,Aves,https://eol.org/pages/45509157,"Charadrius dubius (Little Ringed Plover) is a species of birds in the family Charadriidae. They are associated with freshwater habitat. They are found in australasia, Oceania continent (Australia, NZ and islands), the indo-malayan realm, Afrotropics, and the palearctic. They are diurnal. Individuals can grow to 48 cm. They have parental care (occasionally breeds cooperatively). They rely on flight to move around.",,australasia,,Somalia,,,flight,,Stable,,,,freshwater,13 years,,38.7 g,,,,,,,,,,invertivore,0.138 /day,,,,,,,,0.416 watts,nectonic,42 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little rock thrush,Animalia,Chordata,Aves,https://eol.org/pages/45514784,Monticola rufocinereus (Little Rock Thrush) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,27 g,Eritrea,"mountain,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,Ethiopian Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little rush warbler,Animalia,Chordata,Aves,https://eol.org/pages/45514447,Bradypterus baboecala (African Bush Warbler) is a species of birds in the family Locustellidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,13.5 g,Mozambique,,10 dB,flight,apatite,,,corneal eyes,,,,,,Zambezian And Mopane Woodlands,,5000 Hz,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,Haemoproteus,,,,,,,,,,,,
0,Little shearwater,Animalia,Chordata,Aves,https://eol.org/pages/45512132,"Puffinus assimilis (Little Shearwater) is a species of birds in the family Procellariidae. They are found in the palearctic, Antarctica, Afrotropics, and australasia. They are nocturnal. They have parental care (pair provides care). They rely on flight to move around.",tympanic middle ear,the palearctic,226 g,South Africa,marine,,flight,,Decreasing,,corneal eyes,Sprattus sprattus (Linnaeus 1758) (sprat),marine pelagic,,,,,,,,,,,,,invertivore,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little slaty flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517547,Ficedula basilanica (Little Slaty Flycatcher) is a species of birds in the family Old World flycatchers. They are listed as vulnerable by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,16.1 g,The Philippines,"tropical,terrestrial",,bipedal movement,apatite,Decreasing,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},corneal eyes,,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little sparrowhawk,Animalia,Chordata,Aves,https://eol.org/pages/1048392,Accipiter minullus (Little Sparrowhawk) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,101 g,United States,freshwater habitat,,flight,apatite,Stable,,corneal eyes,Paraxerus ochraceus (Huet 1880) (Ochre Bush Squirrel),,,,,,cites appendix ii,,,,,,,,,,,,,,,Paraxerus ochraceus (Huet 1880) (Ochre Bush Squirrel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little spiderhunter,Animalia,Chordata,Aves,https://eol.org/pages/45517638,Arachnothera longirostra (Little Spiderhunter) is a species of birds in the family Sunbirds. They are found in the indo-malayan realm. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,12 g,Indian Ocean,tropical,10 dB,flight,apatite,,"Harvard UNiversity, Museum of Comparative Zoology",corneal eyes,,terrestrial,,,,,,,,,,,,,nectarivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little spotted kiwi,Animalia,Chordata,Aves,https://eol.org/pages/1178364,Apteryx owenii (Kiwi) is a species of birds in the family kiwis. They are listed as near threatened by IUCN. They are native to Australia. They are nocturnal.,tympanic middle ear,australasia,1400 g,New Zealand,grassland,,bipedal movement,,Increasing,NHMUK,corneal eyes,,,,,,,,,bilaterally symmetric,,,Australia,,,,,,,,,,,,,,,nocturnal,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little stint,Animalia,Chordata,Aves,https://eol.org/pages/45509228,"Calidris minuta (Little Stint) is a species of birds in the family Scolopacidae. They are found in the palearctic, the indo-malayan realm, Afrotropics, Antarctica, and australasia. They are diurnal. Individuals can grow to 37 cm. They have parental care (pair provides care). They rely on flight to move around.",,australasia,,South Africa,,,flight,,Increasing,,corneal eyes,Diptera,terrestrial,14.7 years,,21.1 g,,,,,,,,,,invertivore,,,,,,,,,,nectonic,37 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little Sumba hawkowl,Animalia,Chordata,Aves,https://eol.org/pages/1036372,Ninox sumbaensis (Little Sumba Hawk Owl) is a species of birds in the family typical owls. They are listed as endangered by IUCN and in cites appendix ii. They rely on flight to move around.,tympanic middle ear,,90 g,Indonesia,"tropical,terrestrial",-15 dB,flight,apatite,Decreasing,,corneal eyes,,,,,,,endangered,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little tern,Animalia,Chordata,Aves,https://eol.org/pages/45509317,Sternula albifrons (L Ittle Tern) is a species of birds in the family Laridae. Individuals can grow to 55 cm. They rely on flight to move around.,,,,United States,subtropical,,flight,,Decreasing,NHMUK,,Kondakovia longimana Filippova 1972,,23.9 years,21 days,31 g,,,,,,,,,,,0.182 /day,,,,,,,,,nectonic,55 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little thornbird,Animalia,Chordata,Aves,https://eol.org/pages/1050151,Phacellodomus sibilatrix (Little Thornbird) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,16 g,Argentina,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,Humid Chaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little tinamou,Animalia,Chordata,Aves,https://eol.org/pages/45508936,Crypturellus soui (Little Tinamou) is a species of birds in the family tinamous. They are found in The Neotropics. They are diurnal.,tympanic middle ear,The Neotropics,268 g,South Pacific,"river valley,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little wattlebird,Animalia,Chordata,Aves,https://eol.org/pages/45518510,Anthochaera lunulata (Little Wattlebird) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,78 g,Australia,"coastal,terrestrial",10 dB,bipedal movement,apatite,Increasing,,corneal eyes,,,,,,Esperance Mallee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little weaver,Animalia,Chordata,Aves,https://eol.org/pages/45514948,Ploceus luteolus (Little Weaver) is a species of birds in the family Weavers & allies. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,21.8 g,Nigeria,terrestrial,10 dB,flight,apatite,Stable,,corneal eyes,,,,,,Northern Congolian Forest-Savanna Mosaic,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little wood rail,Animalia,Chordata,Aves,https://eol.org/pages/913158,Aramides mangle (Little Wood Rail) is a species of birds in the family rails. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,202 g,South Atlantic,"subtropical,marine",20 dB,bipedal movement,apatite,Unknown,,corneal eyes,,,,,,Caatinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/1177612,Veniliornis passerinus (Little Woodpecker) is a species of birds in the family woodpeckers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,36.3 g,South Atlantic,terrestrial,20 dB,flight,apatite,Stable,,corneal eyes,,,,,,TapajóS-Xingu Moist Forests,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little woodstar,Animalia,Chordata,Aves,https://eol.org/pages/45512485,Chaetocercus bombus (Little Woodstar) is a species of birds in the family hummingbirds. They are listed as vulnerable by IUCN and in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,6.5 g,Peru,"subtropical,terrestrial",,bipedal movement,apatite,Decreasing,NHMUK,corneal eyes,,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little woodswallow,Animalia,Chordata,Aves,https://eol.org/pages/45518170,Artamus minor (Little Woodswallow) is a species of birds in the family woodswallows. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,20.9 g,Indian Ocean,"cliff,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,,,,,,Australian Alps Montane Grasslands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little yellow flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45515410,Erythrocercus holochlorus (Little Yellow Flycatcher) is a species of birds in the family Erythrocercidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,7 g,Kenya,"tropical,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,Northern Zanzibar-Inhambane Coastal Forest Mosaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Littoral rock thrush,Animalia,Chordata,Aves,https://eol.org/pages/45514785,Monticola imerina (Littoral Rock Thrush) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,,Madagascar,"lake,terrestrial",10 dB,bipedal movement,apatite,Stable,NHMUK,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Livingstones flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45515412,Erythrocercus livingstonei (Livingstone's Flycatcher) is a species of birds in the family Erythrocercidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,6 g,Malawi,"tropical,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,Southern Miombo Woodlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Livingstones turaco,Animalia,Chordata,Aves,https://eol.org/pages/45513988,Tauraco livingstonii (Livingstone's Turaco) is a species of birds in the family turacos. They are listed in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,249 g,Tanzania,"coastal,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lizard buzzard,Animalia,Chordata,Aves,https://eol.org/pages/1047312,Kaupifalco monogrammicus (Lizard Buzzard) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,275 g,Mozambique,steppe,,flight,,Stable,,corneal eyes,Serpentes (snakes),,8.6 years,,280.5 g,,,,,,,,,,,,,,,,,Serpentes (snakes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Loango weaver,Animalia,Chordata,Aves,https://eol.org/pages/45514947,Ploceus subpersonatus (Loango Weaver) is a species of birds in the family Weavers & allies. They are listed as vulnerable by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,South Atlantic,"subtropical,freshwater habitat",10 dB,flight,apatite,Decreasing,,corneal eyes,,,,,,Atlantic Equatorial Coastal Forests,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Locust finch,Animalia,Chordata,Aves,https://eol.org/pages/45515692,Paludipasser locustella (Locust Finch) is a species of birds in the family Estrildid finches. They rely on flight to move around.,otoliths,,,Mozambique,terrestrial,10 dB,bipedal movement,apatite,Stable,NHMUK,corneal eyes,,,,,,,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Loggerhead kingbird,Animalia,Chordata,Aves,https://eol.org/pages/45510933,Tyrannus caudifasciatus (Loggerhead Kingbird) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,52 g,North Atlantic,"tropical,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,Alchornea latifolia Sw. (achiotillo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Loggerhead shrike,Animalia,Chordata,Aves,https://eol.org/pages/45510944,Lanius ludovicianus (Loggerhead Shrike) is a species of birds in the family true shrikes. They are listed as near threatened by IUCN and as endangered by COSEWIC. They are native to The Nearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,The Neotropics,,United States,,,flight,,Decreasing,,,,terrestrial,12.5 years,11 days,,,,,bilaterally symmetric,,,The Nearctic,,,invertivore,0.45 /day,2 /year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Loja tyrannulet,Animalia,Chordata,Aves,https://eol.org/pages/45513043,Zimmerius flavidifrons (Loja Tyrannulet) is a species of birds in the family tyrant flycatchers. They rely on flight to move around.,tympanic middle ear,,,,,10 dB,flight,apatite,,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lompobattang flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517555,Ficedula bonthaina (Lompobattang Flycatcher) is a species of birds in the family Old World flycatchers. They are listed as endangered by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Indonesia,"subtropical,terrestrial",10 dB,flight,apatite,Decreasing,,corneal eyes,,,,,,Sulawesi Montane Rain Forests,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Longtailed parakeet,Animalia,Chordata,Aves,https://eol.org/pages/1284772,Psittacula longicauda longicauda (Malayan Longtailed Parakeet) is a subspecies of birds in the family Psittaculidae. They rely on flight to move around.,tympanic middle ear,,,,,20 dB,flight,apatite,,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Longuemares sunangel,Animalia,Chordata,Aves,https://eol.org/pages/4381227,Heliangelus clarisse (Longuemare's Sunangel) is a species of birds in the family hummingbirds. They rely on flight to move around.,tympanic middle ear,,5.3 g,,"heath,terrestrial",20 dB,flight,apatite,Stable,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lord Derbys parakeet,Animalia,Chordata,Aves,https://eol.org/pages/45518793,Psittacula derbiana (Lord Derby's Parakeet) is a species of birds in the family Psittaculidae. They are listed as near threatened by IUCN and in cites appendix ii. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,251 g,United States,"mountain,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lord Howe gerygone,Animalia,Chordata,Aves,https://eol.org/pages/45518118,Gerygone insularis (Lord Howe Gerygone) is a species of birds in the family Acanthizidae. This species is extinct. They rely on flight to move around.,tympanic middle ear,,,South Pacific,terrestrial,10 dB,flight,apatite,,,corneal eyes,,,,,,,extinct,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lord Howe parakeet,Animalia,Chordata,Aves,https://eol.org/pages/45517968,Cyanoramphus subflavescens (Lord Howe Parakeet) is a species of birds in the family Psittaculidae. They rely on flight to move around.,tympanic middle ear,,,,,20 dB,flight,apatite,,NHMUK,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lord Howe woodhen,Animalia,Chordata,Aves,https://eol.org/pages/915556,Gallirallus sylvestris (Lord Howe Island Woodhen) is a species of birds in the family rails. They are listed in cites appendix i. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,615 g,Australia,coastal,20 dB,bipedal movement,apatite,,,corneal eyes,,,,,,Lord Howe Island Subtropical Forests,cites appendix i,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lorentzs whistler,Animalia,Chordata,Aves,https://eol.org/pages/45516827,Pachycephala lorentzi (Lorentz's Whistler) is a species of birds in the family whistlers. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,20.3 g,Indonesia,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,Central Range Sub-Alpine Grasslands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
